adsh	cik	name	sic	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	afs	wksi	fye	form	period	fy	fp	filed	accepted	prevrpt	detail	instance	nciks	aciks
0001564590-18-028575	1169987	HTG MOLECULAR DIAGNOSTICS, INC	3826	US	AZ	TUCSON	85706	3430 E. GLOBAL LOOP		877-289-2615	US	AZ	TUCSON	85706	3430 E. GLOBAL LOOP		US	DE	860912294	HTG MOLECULAR DIAGNOSTICS INC	20110523	4-NON	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 16:22:00.0	0	1	htgm-20180930.xml	1	
0001564590-18-028576	1644675	MIMECAST LTD	7372	GB		LONDON	EC2Y 9AW	ONE ROPEMAKER STREET		44(0)2078478700	GB		LONDON	EC2Y 9AW	ONE ROPEMAKER STREET		GB		000000000			1-LAF	0	0331	10-Q	20180930	2019	Q2	20181108	2018-11-08 16:22:00.0	0	1	mime-20180930.xml	1	
0001564590-18-028582	716314	GRAHAM CORP	3560	US	NY	BATAVIA	14020	20 FLORENCE AVE		5853432216	US	NY	BATAVIA	14020	20 FLORENCE AVENUE		US	DE	161194720			2-ACC	0	0331	10-Q	20180930	2019	Q2	20181108	2018-11-08 16:31:00.0	0	1	ghm-20180930.xml	1	
0001564590-18-028583	1724521	ARCUS BIOSCIENCES, INC.	2834	US	CA	HAYWARD	94545	3928 POINT EDEN WAY		650-489-9000	US	CA	HAYWARD	94545	3928 POINT EDEN WAY		US	DE	473898435			4-NON	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 16:34:00.0	0	1	rcus-20180930.xml	1	
0001564590-18-028587	1517022	AKEBIA THERAPEUTICS, INC.	2834	US	MA	CAMBRIDGE	02142	245 FIRST STREET		617-871-2098	US	MA	CAMBRIDGE	02142	245 FIRST STREET		US	DE	208756903			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 16:35:00.0	0	1	akba-20180930.xml	1	
0001564590-18-028592	1384905	RINGCENTRAL INC	7374	US	CA	BELMONT	94002	20 DAVIS DRIVE		650-472-4100	US	CA	BELMONT	94002	20 DAVIS DRIVE		US	DE	000000000			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 16:38:00.0	0	1	rng-20180930.xml	1	
0001564590-18-028596	1648383	CNL HEALTHCARE PROPERTIES II, INC.	6798	US	FL	ORLANDO	32801	450 SOUTH ORANGE AVENUE		407.650.1000	US	FL	ORLANDO	32801	450 SOUTH ORANGE AVENUE		US	MD	474524619			4-NON	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 16:40:00.0	0	1	chpii-20180930.xml	1	
0001564590-18-028598	1701732	ALTAIR ENGINEERING INC.	7372	US	MI	TROY	48083	1820 E. BIG BEAVER ROAD		248-614-2400	US	MI	TROY	48083	1820 E. BIG BEAVER ROAD		US	DE	382591828	ALTAIR ENGINEERING ING.	20170322	4-NON	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 16:40:00.0	0	1	altr-20180930.xml	1	
0001564590-18-028599	61004	LGL GROUP INC	3679	US	FL	ORLANDO	32804	2525 SHADER ROAD		(407) 298-2000	US	FL	ORLANDO	32804	2525 SHADER ROAD		US	DE	381799862	LYNCH CORP	19920703	4-NON	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 16:40:00.0	0	1	lgl-20180930.xml	1	
0001564590-18-028601	1564824	ALLAKOS INC.	2834	US	CA	SAN CARLOS	94070	75 SHOREWAY ROAD	SUITE A	650-597-5002	US	CA	SAN CARLOS	94070	75 SHOREWAY ROAD	SUITE A	US	DE	454798831			4-NON	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 16:41:00.0	0	1	allk-20180930.xml	1	
0001564590-18-028604	1109116	ENTRAVISION COMMUNICATIONS CORP	4833	US	CA	SANTA MONICA	90404	2425 OLYMPIC BLVD	STE 6000 WEST	3104473870	US	CA	SANTA MONICA	90404	2425 OLYMPIC BLVD	STE 6000 WEST	US	DE	954783236			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 16:44:00.0	0	1	evc-20180930.xml	1	
0001564590-18-028612	1217234	CAREDX, INC.	8071	US	CA	BRISBANE	94005	3260 BAYSHORE BOULEVARD		415-287-2300	US	CA	BRISBANE	94005	3260 BAYSHORE BOULEVARD		US	DE	943316839	XDX, INC.	20071010	4-NON	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 16:52:00.0	0	1	cdna-20180930.xml	1	
0001564590-18-028613	1142417	NEXSTAR MEDIA GROUP, INC.	4833	US	TX	IRVING	75062	545 EAST JOHN CARPENTER FREEWAY	SUITE 700	972-373-8800	US	TX	IRVING	75062	545 EAST JOHN CARPENTER FREEWAY	SUITE 700	US	DE	233083125	NEXSTAR BROADCASTING GROUP INC	20010611	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 16:54:00.0	0	1	nxst-10q_20180930_htm.xml	1	
0001564590-18-028614	1045425	RAIT FINANCIAL TRUST	6798	US	PA	PHILADELPHIA	19103	TWO LOGAN SQUARE	100 N. 18TH STREET, 23RD FLOOR	(215) 207-2100	US	PA	PHILADELPHIA	19103	TWO LOGAN SQUARE	100 N. 18TH STREET, 23RD FLOOR	US	MD	232919819	RAIT INVESTMENT TRUST	20010227	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 16:54:00.0	0	1	ras-20180930.xml	1	
0001564590-18-028625	1299969	COMSTOCK HOLDING COMPANIES, INC.	1531	US	VA	RESTON	20190	1886 METRO CENTER DRIVE	SUITE 410	703-883-1700	US	VA	RESTON	20190	1886 METRO CENTER DRIVE	SUITE 410	US	DE	201164345	COMSTOCK HOMEBUILDING COMPANIES, INC.	20040806	4-NON	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 17:01:00.0	0	1	chci-20180930.xml	1	
0001564590-18-028626	817720	SYNAPTICS INC	3674	US	CA	SAN JOSE	95131-3326	1251 MCKAY DRIVE		408-904-1100	US	CA	SAN JOSE	95131-3326	1251 MCKAY DRIVE		US	DE	770118518	SYNAPTICS INC	20010216	1-LAF	0	0630	10-Q	20180930	2019	Q1	20181108	2018-11-08 17:01:00.0	0	1	syna-20180929.xml	1	
0001564590-18-028629	1627475	UPWORK INC.	7374	US	CA	MOUNTAIN VIEW	94043	441 LOGUE AVENUE		650-316-7500	US	CA	MOUNTAIN VIEW	94043	441 LOGUE AVENUE		US	DE	464337682	ELANCE-ODESK, INC.	20141209	4-NON	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 17:02:00.0	0	1	upwk-20180930.xml	1	
0001564590-18-028630	1082038	DURECT CORP	2834	US	CA	CUPERTINO	95014	10260 BUBB RD		4087771417	US	CA	CUPERTINO	95014	10260 BUBB ROAD		US	DE	943297098			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 17:03:00.0	0	1	drrx-20180930.xml	1	
0001564590-18-028632	317540	COCA COLA BOTTLING CO CONSOLIDATED /DE/	2086	US	NC	CHARLOTTE	28211	4100 COCA COLA PLZ		7045514400	US	NC	CHARLOTTE	28211	4100 COCA COLA PLZ		US	DE	560950585			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 17:04:00.0	0	1	coke-20180930.xml	1	
0001564590-18-028636	1001233	SANGAMO THERAPEUTICS, INC	2836	US	CA	RICHMOND	94804	501 CANAL BLVD	POINT RICHMOND TECH CNTR.	5109706000	US	CA	RICHMOND	94804	501 CANAL BLVD	POINT RICHMOND TECH CNTR.	US	DE	680359556	SANGAMO BIOSCIENCES INC	20000208	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 17:09:00.0	0	1	sgmo-20180930.xml	1	
0001564590-18-028639	1419041	TOCAGEN INC	2834	US	CA	SAN DIEGO	92121	4242 CAMPUS POINT COURT, SUITE 500		(858) 412-8400	US	CA	SAN DIEGO	92121	4242 CAMPUS POINT COURT, SUITE 500		US	DE	261243872			4-NON	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 17:11:00.0	0	1	toca-20180930.xml	1	
0001564590-18-028645	820318	II-VI INC	3827	US	PA	SAXONBURG	16056	375 SAXONBURG BLVD		724-352-4455	US	PA	SAXONBURG	16056	375 SAXONBURG BLVD		US	PA	251214948			1-LAF	0	0630	10-Q	20180930	2019	Q1	20181108	2018-11-08 17:17:00.0	0	1	iivi-20180930.xml	1	
0001564590-18-028647	1094831	BGC PARTNERS, INC.	6200	US	NY	NEW YORK	10022	499 PARK AVENUE		212-610-2200	US	NY	NEW YORK	10022	499 PARK AVENUE		US	DE	134063515	ESPEED INC	19990913	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 17:19:00.0	0	1	bgcp-20180930.xml	1	
0001564590-18-028649	1405073	APPROACH RESOURCES INC	1311	US	TX	FORT WORTH	76116	ONE RIDGMAR CENTRE	6500 WEST FREEWAY, SUITE 800	8179899000	US	TX	FORT WORTH	76116	ONE RIDGMAR CENTRE	6500 WEST FREEWAY, SUITE 800	US	DE	510424817			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 17:18:00.0	0	1	arex-20180930.xml	1	
0001564590-18-028650	1301501	ACHAOGEN, INC.	2834	US	CA	SOUTH SAN FRANCISCO	94080	1 TOWER PLACE	SUITE 300	650-800-3636	US	CA	SOUTH SAN FRANCISCO	94080	1 TOWER PLACE	SUITE 300	US	DE	680533693	ACHAOGEN INC	20040825	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 17:19:00.0	0	1	akao-20180930.xml	1	
0001564590-18-028653	876378	TRANSENTERIX INC.	3841	US	NC	MORRISVILLE	27560	635 DAVIS DRIVE	SUITE 300	919-765-8400	US	NC	MORRISVILLE	27560	635 DAVIS DRIVE	SUITE 300	US	DE	112962080	SAFESTITCH MEDICAL, INC.	20080211	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 17:21:00.0	0	1	trxc-20180930.xml	1	
0001564590-18-028654	1501756	ADVERUM BIOTECHNOLOGIES, INC.	2836	US	CA	MENLO PARK	94025	1035 O'BRIEN DRIVE		650-272-6269	US	CA	MENLO PARK	94025	1035 O'BRIEN DRIVE		US	DE	205258327	AVALANCHE BIOTECHNOLOGIES, INC.	20100921	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 17:21:00.0	0	1	advm-20180930.xml	1	
0001564590-18-028656	1372299	HISTOGENICS CORP	3842	US	MA	WALTHAM	02451	830 WINTER STREET		781-457-7900	US	MA	WALTHAM	02451	830 WINTER STREET		US	DE	000000000			4-NON	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 17:23:00.0	0	1	hsgx-20180930.xml	1	
0001564590-18-028660	1641489	VTV THERAPEUTICS INC.	2834	US	NC	HIGH POINT	27265	4170 MENDENHALL OAKS PKWY		336-841-0300	US	NC	HIGH POINT	27265	4170 MENDENHALL OAKS PKWY		US	DE	473916571	VTV THERAPEUTICS INC.	20150506	4-NON	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 17:29:00.0	0	1	vtvt-20180930.xml	1	
0001564590-18-028662	1682745	VERRA MOBILITY CORP	4700	US	AZ	MESA	85201	1150 N. ALMA SCHOOL ROAD		480.443.7000	US	AZ	MESA	85201	1150 N. ALMA SCHOOL ROAD				813563824	GORES HOLDINGS II, INC.	20160819	4-NON	0	1231	10-Q	20180930	2018	Q3	20181108	2018-11-08 17:29:00.0	0	1	vrrm-20180930.xml	1	
0001564590-18-028667	1671933	TRADE DESK, INC.	7370	US	CA	VENTURA	93001	42 N. CHESTNUT STREET		(805) 585-3434	US	CA	VENTURA	93001	42 N. CHESTNUT STREET		US	DE	271887399			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-08 17:44:00.0	0	1	ttd-20180930.xml	1	
0001564590-18-028676	96271	TAMPA ELECTRIC CO	4911	US	FL	TAMPA	33602	702 N FRANKLIN ST	TECO PLZA	8132284111	US	FL	TAMPA	33602	TAMPA ELECTRIC CO	TECO PLAZA 702 N FRANKLIN ST	US	FL	590475140			4-NON	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-08 18:02:00.0	0	1	ck0000096271-20180930.xml	1	
0001564590-18-028685	1071255	GOLDEN ENTERTAINMENT, INC.	7990	US	NV	LAS VEGAS	89118	6595 S JONES BLVD		7028914284	US	NV	LAS VEGAS	89118	6595 S JONES BLVD		US	MN	411913991	LAKES ENTERTAINMENT INC	20020806	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-08 18:19:00.0	0	1	gden-20180930.xml	1	
0001564590-18-028693	1022646	ULTRA PETROLEUM CORP	1311	US	TX	HOUSTON	77060	400 N SAM HOUSTON PARKWAY E	SUITE 1200	2818760120	US	TX	HOUSTON	77060	400 N SAM HOUSTON PARKWAY E	SUITE 1200			000000000			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-08 18:51:00.0	0	1	upl-20180930.xml	1	
0001564590-18-028694	1373707	TETRAPHASE PHARMACEUTICALS INC	2834	US	MA	WATERTOWN	02472	480 ARSENAL STREET	SUITE 110	617.715.3600	US	MA	WATERTOWN	02472	480 ARSENAL STREET	SUITE 110	US	DE	000000000			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-08 18:52:00.0	0	1	ttph-20180930.xml	1	
0001564590-18-028699	1590895	ELDORADO RESORTS, INC.	7011	US	NV	RENO	89501	100 WEST LIBERTY STREET, SUITE 1150		775-328-0100	US	NV	RENO	89501	100 WEST LIBERTY STREET, SUITE 1150		US	NV	463657681	ECLAIR HOLDINGS CO	20131104	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-08 19:38:00.0	0	1	eri-20180930.xml	1	
0001564590-18-028701	1408278	SYNACOR, INC.	7370	US	NY	BUFFALO	14202	40 LARIVIERE DRIVE	SUITE 300	716-853-1362	US	NY	BUFFALO	14202	40 LARIVIERE DRIVE	SUITE 300	US	DE	161542712			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-08 19:38:00.0	0	1	sync-20180930.xml	1	
0001564590-18-028708	1061983	CYTOKINETICS INC	2834	US	CA	SOUTH SAN FRANCISCO	94080	280 EAST GRAND AVENUE	.	(650) 624-3000	US	CA	SOUTH SAN FRANCISCO	94080	280 EAST GRAND AVENUE				943291317			4-NON	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-08 21:47:00.0	0	1	cytk-20180930.xml	1	
0001564590-18-028717	1513818	ARAVIVE, INC.	2834	US	TX	HOUSTON	77010	LYONDELLBASELL TOWER	1221 MCKINNEY STREET, SUITE 3200	936-355-1910	US	TX	HOUSTON	77010	LYONDELLBASELL TOWER	1221 MCKINNEY STREET, SUITE 3200			264106690	VERSARTIS, INC.	20110223	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 06:05:00.0	0	1	vsar-20180930.xml	1	
0001564590-18-028718	1171155	RADIANT LOGISTICS, INC	4731	US	WA	BELLEVUE	98004	405 114TH AVENUE, SE	THIRD FLOOR	425-943-4599	US	WA	BELLEVUE	98004	405 114TH AVENUE, SE	THIRD FLOOR	US	DE	043625550	GOLF TWO INC	20020415	2-ACC	0	0630	10-Q	20180930	2019	Q1	20181109	2018-11-09 06:06:00.0	0	1	rlgt-20180930.xml	1	
0001564590-18-028721	1527383	BANKGUAM HOLDING CO	6029	GU		HAGATNA	96932	111 CHALAN SANTO PAPA	10TH FLOOR - HEADQUARTERS BUILDING	671-472-5271	GU		HAGATNA	96932	111 CHALAN SANTO PAPA	10TH FLOOR - HEADQUARTERS BUILDING	GU		660770448			4-NON	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 06:09:00.0	0	1	bkgmf-20180930.xml	1	
0001564590-18-028722	1325879	AVEO PHARMACEUTICALS INC	2834	US	MA	CAMBRIDGE	02142	ONE BROADWAY	14TH FLOOR	617- 531-2130	US	MA	CAMBRIDGE	02142	ONE BROADWAY	14TH FLOOR	US	DE	000000000			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 06:09:00.0	0	1	aveo-20180930.xml	1	
0001564590-18-028757	1631574	WAVE LIFE SCIENCES LTD.	2834	SG		SINGAPORE	018936	7 STRAITS VIEW	#12-00, MARINA ONE EAST TOWER	617-949-2900	US	MA	CAMBRIDGE	02138	733 CONCORD AVENUE		SG		000000000	WAVE LIFE SCIENCES LTD.	20170516	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 07:58:00.0	0	1	wve-20180930.xml	1	
0001564590-18-028760	1138118	CBRE GROUP, INC.	6500	US	CA	LOS ANGELES	90071	400 SOUTH HOPE STREET	25TH FLOOR	213-613-3333	US	CA	LOS ANGELES	90071	400 SOUTH HOPE STREET	25TH FLOOR	US	DE	943391143	CB RICHARD ELLIS GROUP INC	20040217	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 08:10:00.0	0	1	cbg-20180930.xml	1	
0001564590-18-028764	1597313	VIEWRAY, INC.	3845	US	OH	OAKWOOD VILLAGE	44146	2 THERMO FISHER WAY		440-703-3210	US	OH	OAKWOOD VILLAGE	44146	2 THERMO FISHER WAY		US	DE	421777485	MIRAX CORP	20140116	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 08:32:00.0	0	1	vray-20180930.xml	1	
0001564590-18-028766	1501697	ARSANIS, INC.	2836	US	MA	WALTHAM	02451	890 WINTER STREET, SUITE 230		781-819-5704	US	MA	WALTHAM	02451	890 WINTER STREET, SUITE 230		US	DE	273181608			4-NON	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 08:38:00.0	0	1	asns-20180930.xml	1	
0001564590-18-028809	1494904	GLOBAL INDEMNITY LTD	6331	KY		GEORGE TOWN	KY1-9008	27 HOSPITAL ROAD		610-664-1500	US	PA	BALA CYNWYD	19004	3 BALA PLAZA EAST	SUITE 300	KY		981304287	GLOBAL INDEMNITY PLC	20100622	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 12:17:00.0	0	1	gbli-20180930.xml	1	
0001564590-18-028814	1057083	PC TEL INC	3663	US	IL	BLOOMINGDALE	60108	471 BRIGHTON DRIVE		630-372-6800	US	IL	BLOOMINGDALE	60108	471 BRIGHTON DRIVE		US	DE	770364943			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 12:32:00.0	0	1	pcti-20180930.xml	1	
0001564590-18-028815	1005757	CSG SYSTEMS INTERNATIONAL INC	7374	US	CO	GREENWOOD VILLAGE	80111	6175 SOUTH WILLOW DRIVE		3037962850	US	CO	GREENWOOD VILLAGE	80111	6175 SOUTH WILLOW DRIVE		US	DE	470783182			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 12:32:00.0	0	1	csgs-20180930.xml	1	
0001564590-18-028823	1195734	POTBELLY CORP	5812	US	IL	CHICAGO	60606	111 N. CANAL	SUITE 850	3129510600	US	IL	CHICAGO	60606	111 N. CANAL	SUITE 850			364466837			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 13:03:00.0	0	1	pbpb-20180930.xml	1	
0001564590-18-028828	1407067	FRANKLIN FINANCIAL NETWORK INC.	6022	US	TN	FRANKLIN	37064	722 COLUMBIA AVENUE		615-236-2265	US	TN	Franklin	37064	722 COLUMBIA AVENUE		US	TN	208839445			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 13:15:00.0	0	1	fsb-20180930.xml	1	
0001564590-18-028842	1095315	PFSWEB INC	7389	US	TX	ALLEN	75013	505 MILLENNIUM DRIVE		972-881-2900	US	TX	ALLEN	75013	505 MILLENNIUM DRIVE		US	DE	752837058			4-NON	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 13:40:00.0	0	1	pfsw-20180930.xml	1	
0001564590-18-028843	1704711	FUNKO, INC.	3944	US	WA	EVERETT	98201	2802 WETMORE AVE		425-783-3616	US	WA	EVERETT	98201	2802 WETMORE AVE		US	DE	000000000			4-NON	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 13:40:00.0	0	1	fnko-20180930.xml	1	
0001564590-18-028844	1516479	INSYS THERAPEUTICS, INC.	2834	US	AZ	PHOENIX	85044	10220 SOUTH 51ST STREET	SUITE 2	602-910-2617	US	AZ	PHOENIX	85044	10220 SOUTH 51ST STREET	SUITE 2	US	DE	510327886			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 13:45:00.0	0	1	insy-20180930.xml	1	
0001564590-18-028846	1636286	PEOPLE'S UTAH BANCORP	6022	US	UT	AMERICAN FORK	84003	1 EAST MAIN STREET		(801) 642-3998	US	UT	AMERICAN FORK	84003	1 EAST MAIN STREET		US		870622021			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 13:47:00.0	0	1	pub-20180930.xml	1	
0001564590-18-028850	1301236	SOTHERLY HOTELS INC.	6798	US	VA	WILLIAMSBURG	23185	410 W. FRANCIS STREET		757-229-5648	US	VA	WILLIAMSBURG	23185	410 W. FRANCIS STREET		US	MD	000000000	SOTHERLY HOTEL INC.	20130416	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 13:54:00.0	0	1	soho-20180930.xml	2	1313536
0001564590-18-028852	4447	HESS CORP	2911	US	NY	NEW YORK	10036	1185 AVENUE OF THE AMERICAS		2129978500	US	NY	NEW YORK	10036	1185 AVENUE OF THE AMERICAS		US	DE	134921002	AMERADA HESS CORP	19920703	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 14:02:00.0	0	1	hes-20180930.xml	1	
0001564590-18-028859	1083643	FAUQUIER BANKSHARES, INC.	6022	US	VA	WARRENTON	20186	10 COURTHOUSE		(804) 484-5013	US	VA	RICHMOND	23219	WILLIAMS MULLEN CENTER	200 SOUTH 10TH STREET, SUITE 1600	US	VA	541288193	FAUQUIER BANKSHARES INC	19990408	4-NON	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 14:11:00.0	0	1	fbss-20180930.xml	1	
0001564590-18-028864	1549922	SUMMIT MIDSTREAM PARTNERS, LP	4922	US	TX	THE WOODLANDS	77380	1790 HUGHES LANDING BOULEVARD	SUITE 500	832-413-4770	US	TX	THE WOODLANDS	77380	1790 HUGHES LANDING BOULEVARD	SUITE 500	US	DE	455200503	SUMMIT MIDSTREAM PARTNERS LP	20120514	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 14:19:00.0	0	1	smlp-10q_20180930_htm.xml	1	
0001564590-18-028866	1398659	GENPACT LTD	8742	BM		HAMILTON	HM 12	CANON'S COURT	22 VICTORIA STREET	4412952244	BM		HAMILTON	HM 12	CANON'S COURT	22 VICTORIA STREET	BM		980533350			1-LAF	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 14:19:00.0	0	1	g-20180930.xml	1	
0001564590-18-028870	1350653	ALPHATEC HOLDINGS, INC.	3841	US	CA	CARLSBAD	92008	5818 EL CAMINO REAL		760-431-9286	US	CA	CARLSBAD	92008	5818 EL CAMINO REAL		US	DE	202463898			4-NON	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 14:25:00.0	0	1	atec-20180930.xml	1	
0001564590-18-028871	1437352	EVERBRIDGE, INC.	7372	US	MA	BURLINGTON	01803	25 CORPORATE DRIVE	SUITE 400	818-230-9700	US	MA	BURLINGTON	01803	25 CORPORATE DRIVE	SUITE 400	US	DE	000000000	3N GLOBAL INC	20080611	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 14:26:00.0	0	1	evbg-20180930.xml	1	
0001564590-18-028874	6176	AMPCO PITTSBURGH CORP	3561	US	PA	CARNEGIE	15106	726 BELL AVENUE	SUITE 301	412-456-4400	US	PA	CARNEGIE	15106	726 BELL AVENUE	SUITE 301	US	PA	251117717	SCREW & BOLT CORP OF AMERICA	19710518	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 14:32:00.0	0	1	ap-20180930.xml	1	
0001564590-18-028879	707886	UNITED COMMUNITY FINANCIAL CORP	6036	US	OH	YOUNGSTOWN	44503-1203	275 WEST FEDERAL STREET		3307420500	US	OH	YOUNGSTOWN	44503-1203	275 WEST FEDERAL STREET		US	OH	341856319			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 14:42:00.0	0	1	ucfc-20180930.xml	1	
0001564590-18-028881	1364742	BLACKROCK INC.	6211	US	NY	NEW YORK	10055	55 EAST 52ND STREET		212-810-5300	US	NY	NEW YORK	10055	55 EAST 52ND STREET		US	DE	320174431	BLACKROCK, INC.	20060929	1-LAF	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 14:42:00.0	0	1	blk-20180930.xml	1	
0001564590-18-028884	1034594	BAY BANKS OF VIRGINIA INC	6022	US	VA	KILMARNICK	22482	100 S MAIN STREET		8044351171	US	VA	KILMARNOCK	22482	100 S MAIN STREET		US	VA	541838100			4-NON	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 14:43:00.0	0	1	bayk-20180930.xml	1	
0001564590-18-028890	882508	QUICKLOGIC CORPORATION	3674	US	CA	SUNNYVALE	94089-1138	1277 ORLEANS DR		4089904000	US	CA	SUNNYVALE	94089-1138	1277 ORLEANS DRIVE		US	CA	770188504			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 15:04:00.0	0	1	quik-20180930.xml	1	
0001564590-18-028904	1117297	QUINSTREET, INC	7389	US	CA	FOSTER CITY	94404	950 TOWER LANE, 6TH FLOOR		650-578-7700	US	CA	FOSTER CITY	94404	950 TOWER LANE, 6TH FLOOR				770512121	QUINSTREET INC	20000627	2-ACC	0	0630	10-Q	20180930	2019	Q1	20181109	2018-11-09 15:32:00.0	0	1	qnst-20180930.xml	1	
0001564590-18-028913	1690012	INPOINT COMMERCIAL REAL ESTATE INCOME, INC.	6798	US	IL	OAK BROOK	60523	2901 BUTTERFIELD ROAD		630-218-8000	US	IL	OAK BROOK	60523	2901 BUTTERFIELD ROAD		US	MD	320506267			4-NON	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 15:46:00.0	0	1	ck0001690012-20180930.xml	1	
0001564590-18-028915	23194	COMSTOCK RESOURCES INC	1311	US	TX	FRISCO	75034	5300 TOWN AND COUNTRY BLVD	STE 500	9726688800	US	TX	FRISCO	75034	5300 TOWN AND COUNTRY BLVD	STE 500	US	NV	941667468	COMSTOCK TUNNEL & DRAINAGE CO	19880121	2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 15:48:00.0	0	1	crk-20180930.xml	1	
0001564590-18-028916	1368757	GTJ REIT, INC.	6798	US	NY	WEST HEMPSTEAD	11552	60 HEMPSTEAD AVENUE		(516) 693-5500	US	NY	WEST HEMPSTEAD	11552	60 HEMPSTEAD AVENUE		US	MD	000000000			4-NON	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 15:51:00.0	0	1	ck0001368757-20180930.xml	1	
0001564590-18-028922	1224133	MARCHEX INC	7389	US	WA	SEATTLE	98101	520 PIKE STREET	SUITE 2000	206-774-5000	US	WA	SEATTLE	98101	520 PIKE STREET	SUITE 2000	US	DE	352194038			2-ACC	0	1231	10-Q	20180930	2018	Q3	20181109	2018-11-09 16:05:00.0	0	1	mchx-20180930.xml	1	
